zip,state_name,soldBy,customerID,officeID,active_status,days_old,services_completed,services_due,completion_percentage,balance,difference,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall
75033,Texas,17594,950326,9,1,267,5,4.59,1.0893,0,-0.4027,485,14.85,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75035,Texas,19214,950328,9,1,267,5,4.59,1.0893,0,-0.4027,515,12.82,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75070,Texas,19213,950331,9,1,267,5,4.59,1.0893,0,-0.4027,356,18.27,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
75035,Texas,17541,950335,9,0,267,1,4.59,0.2179,0,3.5973,485,17.17,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17541,950355,9,1,267,4,4.59,0.8715,0,0.5973,380,17.16,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
76006,Texas,18489,950368,9,1,267,5,4.59,1.0893,0,-0.4027,515,16.34,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75023,Texas,18390,950381,9,1,267,5,4.59,1.0893,0,-0.4027,545,12.21,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75035,Texas,19210,950390,9,1,267,4,4.59,0.8715,0,0.5973,356,17.36,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75074,Texas,19206,950395,9,1,267,5,4.59,1.0893,0,-0.4027,357,14.72,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75023,Texas,19104,950406,9,1,267,4,4.59,0.8715,0,0.5973,485,11.11,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75035,Texas,17541,950410,9,0,267,5,4.59,1.0893,0,-0.4027,366,17.52,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75023,Texas,20028,950416,9,1,267,5,4.59,1.0893,118,-0.4027,485,12.33,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76244,Texas,17590,950418,9,1,267,5,4.59,1.0893,0,-0.4027,436,23.43,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75070,Texas,19215,950425,9,1,267,4,4.59,0.8715,0,0.5973,385,18.32,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
75035,Texas,12357,950435,9,1,267,4,4.59,0.8715,0,0.5973,356,17.81,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75074,Texas,18899,950443,9,0,267,1,4.59,0.2179,0,3.5973,357,15.52,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75034,Texas,17501,950445,9,1,267,4,4.59,0.8715,0,0.5973,485,14.12,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75023,Texas,19204,950456,9,1,267,5,4.59,1.0893,0,-0.4027,456,12.80,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76244,Texas,14034,950463,9,1,267,5,4.59,1.0893,0,-0.4027,485,23.19,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75023,Texas,19104,950467,9,1,267,5,4.59,1.0893,0,-0.4027,485,11.62,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75074,Texas,18347,950473,9,1,267,4,4.59,0.8715,0,0.5973,356,14.97,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76244,Texas,20190,950478,9,1,267,5,4.59,1.0893,0,-0.4027,357,23.34,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76177,Texas,18387,950487,9,1,267,5,4.59,1.0893,0,-0.4027,405,24.47,7811,48.99,30,74.04,10,2675,167353,2002,80.58,88260,84666,106
76006,Texas,18251,950562,9,1,267,5,4.59,1.0893,0,-0.4027,595,16.72,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75023,Texas,18390,950574,9,1,267,5,4.59,1.0893,0,-0.4027,525,12.08,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75035,Texas,17506,950575,9,1,267,5,4.59,1.0893,0,-0.4027,366,17.50,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75025,Texas,18554,950594,9,1,267,4,4.59,0.8715,0,0.5973,355,14.53,55598,47.65,37,59.24,29,19939,258600,1995,68.22,126011,103082,118
76006,Texas,15260,950624,9,1,267,5,4.59,1.0893,129,-0.4027,555,14.77,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75002,Texas,4381,950630,9,1,267,5,4.59,1.0893,0,-0.4027,505,17.11,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
75050,Texas,20113,950640,9,1,267,4,4.59,0.8715,0,0.5973,485,14.99,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76012,Texas,18471,950669,9,1,267,4,4.59,0.8715,0,0.5973,513,18.86,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
75050,Texas,20113,950741,9,1,267,5,4.59,1.0893,0,-0.4027,366,15.00,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76120,Texas,17598,950745,9,0,267,2,4.59,0.4357,0,2.5973,356,22.03,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75023,Texas,18606,950758,9,1,267,5,4.59,1.0893,0,-0.4027,276,13.02,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,19209,950761,9,1,267,5,4.59,1.0893,0,-0.4027,366,11.48,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,20028,950768,9,1,267,4,4.59,0.8715,0,0.5973,485,11.97,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76120,Texas,17598,950773,9,0,267,2,4.59,0.4357,0,2.5973,356,22.02,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75074,Texas,18899,950783,9,1,267,4,4.59,0.8715,0,0.5973,356,15.51,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76422,NULL,17595,950880,9,1,267,5,4.59,1.0893,0,-0.4027,409,23.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76226,Texas,17598,950951,9,1,267,5,4.59,1.0893,0,-0.4027,386,16.02,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
75074,Texas,19211,950956,9,1,267,4,4.59,0.8715,0,0.5973,575,10.77,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76006,Texas,18542,950964,9,1,267,5,4.59,1.0893,0,-0.4027,535,15.61,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75023,Texas,18541,950976,9,1,267,5,4.59,1.0893,0,-0.4027,356,13.57,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75074,Texas,18347,950984,9,1,267,4,4.59,0.8715,0,0.5973,356,15.96,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18899,950993,9,1,267,5,4.59,1.0893,0,-0.4027,485,15.56,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76244,Texas,17595,951038,9,1,267,5,4.59,1.0893,0,-0.4027,366,22.95,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75023,Texas,18390,951122,9,1,267,5,4.59,1.0893,0,-0.4027,535,12.16,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75056,Texas,17860,951139,9,1,267,5,4.59,1.0893,0,-0.4027,436,10.25,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75035,Texas,19218,951465,9,1,267,4,4.59,0.8715,0,0.5973,486,13.75,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,19218,951473,9,1,267,5,4.59,1.0893,0,-0.4027,386,17.72,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17506,951476,9,1,267,5,4.59,1.0893,0,-0.4027,485,17.03,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75034,Texas,17501,951481,9,1,267,5,4.59,1.0893,0,-0.4027,535,14.48,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75035,Texas,19215,951491,9,0,267,1,4.59,0.2179,0,3.5973,356,13.90,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17506,951502,9,0,267,3,4.59,0.6536,0,1.5973,366,17.28,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75033,Texas,19243,951509,9,1,267,4,4.59,0.8715,118,0.5973,485,14.60,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75035,Texas,17506,951527,9,0,267,3,4.59,0.6536,0,1.5973,325,17.26,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,13642,951531,9,1,267,5,4.59,1.0893,0,-0.4027,485,17.90,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
76137,Texas,18486,951540,9,1,267,4,4.59,0.8715,0,0.5973,486,22.50,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76244,Texas,20190,951548,9,1,267,4,4.59,0.8715,0,0.5973,555,22.70,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,19749,951558,9,1,267,5,4.59,1.0893,0,-0.4027,510,23.26,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,14034,951565,9,1,267,5,4.59,1.0893,0,-0.4027,485,23.14,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76022,Texas,18345,951571,9,1,267,5,4.59,1.0893,0,-0.4027,485,15.88,13779,47.11,38,77.48,44,5861,128963,1977,54.70,76910,63198,113
76006,Texas,15260,951574,9,1,267,5,4.59,1.0893,0,-0.4027,525,14.66,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
76120,Texas,18345,951577,9,1,267,5,4.59,1.0893,0,-0.4027,485,20.64,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75050,Texas,20246,951582,9,1,267,4,4.59,0.8715,0,0.5973,366,14.42,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76120,Texas,18345,951591,9,1,267,4,4.59,0.8715,0,0.5973,356,20.68,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
76006,Texas,18489,951602,9,1,267,5,4.59,1.0893,0,-0.4027,535,16.37,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
76006,Texas,18489,951604,9,1,267,5,4.59,1.0893,0,-0.4027,575,16.39,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75023,Texas,18606,951614,9,1,267,3,4.59,0.6536,96,1.5973,405,13.23,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,19204,951618,9,0,267,3,4.59,0.6536,0,1.5973,485,13.12,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75002,Texas,18390,951625,9,1,267,4,4.59,0.8715,0,0.5973,397,17.27,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
75074,Texas,18554,951636,9,1,267,5,4.59,1.0893,0,-0.4027,361,15.27,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18899,951643,9,1,267,5,4.59,1.0893,10,-0.4027,397,16.54,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18899,951648,9,0,267,2,4.59,0.4357,0,2.5973,357,14.28,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18761,951654,9,1,267,5,4.59,1.0893,0,-0.4027,485,16.06,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75023,Texas,19083,951659,9,1,267,5,4.59,1.0893,0,-0.4027,485,13.11,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,18554,951667,9,0,267,1,4.59,0.2179,0,3.5973,436,13.74,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75074,Texas,18347,951670,9,1,267,4,4.59,0.8715,0,0.5973,485,14.92,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18347,951672,9,0,267,1,4.59,0.2179,0,3.5973,356,15.82,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76244,Texas,17595,951675,9,1,267,4,4.59,0.8715,0,0.5973,515,23.07,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,14034,951678,9,1,267,5,4.59,1.0893,0,-0.4027,485,23.05,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,17590,951683,9,1,267,5,4.59,1.0893,0,-0.4027,375,22.61,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76012,Texas,20114,951689,9,0,267,1,4.59,0.2179,0,3.5973,361,18.63,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
76012,Texas,18378,951690,9,1,267,4,4.59,0.8715,0,0.5973,555,16.96,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
76011,Texas,19312,951692,9,1,267,3,4.59,0.6536,0,1.5973,485,16.80,22598,49.02,31,50.69,116,9441,130283,1979,22.84,56740,39306,90
75050,Texas,20246,951693,9,1,267,5,4.59,1.0893,118,-0.4027,515,14.65,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76120,Texas,17598,951695,9,0,267,3,4.59,0.6536,0,1.5973,436,21.48,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75050,Texas,20246,951696,9,0,267,1,4.59,0.2179,0,3.5973,515,14.56,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76120,Texas,18378,951697,9,1,267,4,4.59,0.8715,0,0.5973,515,21.01,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
76120,Texas,18345,951698,9,1,267,5,4.59,1.0893,0,-0.4027,356,20.76,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
76012,Texas,18378,951700,9,1,267,5,4.59,1.0893,0,-0.4027,555,17.41,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
76006,Texas,18489,951702,9,1,267,5,4.59,1.0893,0,-0.4027,515,16.41,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
75070,Texas,19215,951707,9,1,267,5,4.59,1.0893,0,-0.4027,595,18.50,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
75034,Texas,12357,951709,9,0,267,3,4.59,0.6536,0,1.5973,485,13.34,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75070,Texas,19215,951712,9,1,267,5,4.59,1.0893,0,-0.4027,425,18.34,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
75023,Texas,19209,951716,9,1,267,5,4.59,1.0893,0,-0.4027,482,12.87,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76006,Texas,15260,952511,9,1,266,4,4.58,0.8734,0,0.5863,555,15.14,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
76006,Texas,15260,952523,9,1,266,5,4.58,1.0917,0,-0.4137,555,15.20,20812,48.18,33,51.94,112,10505,197276,1985,26.12,70540,52334,115
76120,Texas,18345,952530,9,1,266,4,4.58,0.8734,0,0.5863,356,20.77,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75050,Texas,20246,952539,9,0,266,2,4.58,0.4367,0,2.5863,456,14.56,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76120,Texas,18378,952548,9,1,266,4,4.58,0.8734,0,0.5863,485,20.94,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
75025,Texas,19083,952564,9,0,266,2,4.58,0.4367,0,2.5863,357,11.61,55598,47.65,37,59.24,29,19939,258600,1995,68.22,126011,103082,118
75094,Texas,19083,952579,9,1,266,5,4.58,1.0917,0,-0.4137,357,17.11,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
76244,Texas,20190,952591,9,1,266,5,4.58,1.0917,0,-0.4137,485,22.63,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75023,Texas,18606,952597,9,1,266,5,4.58,1.0917,0,-0.4137,405,12.75,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75002,Texas,19205,952599,9,0,266,5,4.58,1.0917,0,-0.4137,356,18.50,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
76244,Texas,17595,952602,9,1,266,4,4.58,0.8734,0,0.5863,357,23.01,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,17590,952607,9,1,266,5,4.58,1.0917,0,-0.4137,375,22.53,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,17590,952613,9,1,266,4,4.58,0.8734,0,0.5863,388,22.61,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75074,Texas,18347,952614,9,1,266,3,4.58,0.6550,118,1.5863,436,14.97,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75002,Texas,18606,952633,9,1,266,4,4.58,0.8734,0,0.5863,356,18.44,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
75068,Texas,17542,952637,9,0,266,3,4.58,0.6550,0,1.5863,486,15.93,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75035,Texas,19203,952639,9,1,266,5,4.58,1.0917,0,-0.4137,515,17.72,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75034,Texas,20274,952643,9,1,266,5,4.58,1.0917,0,-0.4137,395,12.01,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75056,Texas,17506,952652,9,1,266,4,4.58,0.8734,0,0.5863,535,7.88,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75035,Texas,17541,952654,9,1,266,4,4.58,0.8734,0,0.5863,356,17.34,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75033,Texas,19243,952660,9,1,266,4,4.58,0.8734,0,0.5863,356,14.77,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75074,Texas,18478,952663,9,0,266,3,4.58,0.6550,0,1.5863,365,14.05,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75035,Texas,17506,952672,9,1,266,4,4.58,0.8734,0,0.5863,316,17.03,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17506,952673,9,1,266,5,4.58,1.0917,0,-0.4137,515,17.18,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75025,Texas,17541,952681,9,0,266,2,4.58,0.4367,0,2.5863,380,14.86,55598,47.65,37,59.24,29,19939,258600,1995,68.22,126011,103082,118
75035,Texas,17506,952685,9,1,266,5,4.58,1.0917,0,-0.4137,356,17.15,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75023,Texas,18390,952688,9,0,266,1,4.58,0.2183,0,3.5863,485,12.16,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75050,Texas,20113,952690,9,1,266,4,4.58,0.8734,0,0.5863,485,14.83,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
75035,Texas,19216,952692,9,1,266,5,4.58,1.0917,0,-0.4137,375,17.57,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75074,Texas,18605,952709,9,1,266,5,4.58,1.0917,0,-0.4137,366,14.86,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75023,Texas,20117,952719,9,1,266,4,4.58,0.8734,0,0.5863,441,12.53,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,20028,952726,9,1,266,4,4.58,0.8734,0,0.5863,485,11.96,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75034,Texas,17501,952729,9,1,266,5,4.58,1.0917,0,-0.4137,356,14.48,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75074,Texas,18540,952731,9,1,266,5,4.58,1.0917,0,-0.4137,357,14.17,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75035,Texas,17541,952740,9,0,266,3,4.58,0.6550,180,1.5863,325,17.62,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75074,Texas,19204,952749,9,1,266,6,4.58,1.3100,0,-1.4137,405,13.92,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75033,Texas,19243,952756,9,1,266,4,4.58,0.8734,0,0.5863,276,14.47,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75023,Texas,19205,952761,9,1,266,4,4.58,0.8734,0,0.5863,366,13.72,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75035,Texas,17506,952764,9,1,266,4,4.58,0.8734,0,0.5863,325,17.22,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17541,952766,9,1,266,5,4.58,1.0917,0,-0.4137,356,17.33,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75034,Texas,19218,952769,9,1,266,5,4.58,1.0917,0,-0.4137,555,12.04,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75035,Texas,19216,952778,9,0,266,1,4.58,0.2183,0,3.5863,356,17.57,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75033,Texas,19243,952831,9,0,266,5,4.58,1.0917,0,-0.4137,525,14.47,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75034,Texas,12357,952834,9,1,266,4,4.58,0.8734,0,0.5863,356,13.41,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75035,Texas,17541,952845,9,1,266,4,4.58,0.8734,96,0.5863,356,17.63,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
76021,Texas,18542,952905,9,0,266,1,4.58,0.2183,0,3.5863,420,15.89,34041,46.49,42,80.94,46,15439,174548,1984,55.52,86194,72993,126
75050,Texas,20113,952961,9,1,266,5,4.58,1.0917,0,-0.4137,485,14.93,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76021,Texas,19312,953029,9,0,266,1,4.58,0.2183,5,3.5863,361,16.36,34041,46.49,42,80.94,46,15439,174548,1984,55.52,86194,72993,126
75023,Texas,20028,953051,9,1,266,4,4.58,0.8734,0,0.5863,375,11.51,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
75023,Texas,20117,953068,9,1,266,5,4.58,1.0917,0,-0.4137,485,10.99,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76034,Texas,18251,953082,9,1,266,4,4.58,0.8734,0,0.5863,555,16.44,24135,48.35,45,87.91,5,8460,395633,1991,93.63,174322,152943,125
75074,Texas,18478,953105,9,1,266,4,4.58,0.8734,0,0.5863,361,13.57,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75074,Texas,18605,953110,9,0,266,1,4.58,0.2183,0,3.5863,356,13.91,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76244,Texas,17595,953113,9,1,266,5,4.58,1.0917,0,-0.4137,409,22.92,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75074,Texas,18899,953162,9,1,266,4,4.58,0.8734,86,0.5863,317,13.79,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75040,Texas,3686,953168,9,1,266,4,4.58,0.8734,0,0.5863,396,17.81,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
76034,Texas,18251,953198,9,1,266,5,4.58,1.0917,0,-0.4137,535,16.56,24135,48.35,45,87.91,5,8460,395633,1991,93.63,174322,152943,125
75074,Texas,18899,953205,9,0,266,1,4.58,0.2183,0,3.5863,357,13.77,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76244,Texas,19749,953290,9,0,266,1,4.58,0.2183,0,3.5863,381,21.69,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,20190,953300,9,1,266,4,4.58,0.8734,0,0.5863,485,22.61,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75074,Texas,18478,953351,9,0,266,5,4.58,1.0917,0,-0.4137,469,13.51,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
76021,Texas,18378,953370,9,1,266,5,4.58,1.0917,0,-0.4137,361,15.84,34041,46.49,42,80.94,46,15439,174548,1984,55.52,86194,72993,126
76021,Texas,20246,953416,9,1,266,4,4.58,0.8734,0,0.5863,555,15.20,34041,46.49,42,80.94,46,15439,174548,1984,55.52,86194,72993,126
75035,Texas,17541,953431,9,1,265,5,4.57,1.0941,0,-0.4247,356,11.84,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75074,Texas,18605,953705,9,1,266,5,4.58,1.0917,0,-0.4137,485,13.96,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75035,Texas,19218,953803,9,1,266,5,4.58,1.0917,0,-0.4137,486,17.83,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
76060,Texas,17590,953811,9,1,266,5,4.58,1.0917,0,-0.4137,385,27.79,7697,48.48,38,77.47,65,2791,159628,1986,71.42,85627,70769,102
75033,Texas,17594,953812,9,1,266,3,4.58,0.6550,0,1.5863,365,15.21,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75070,Texas,19210,953815,9,1,266,5,4.58,1.0917,0,-0.4137,356,18.59,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
76244,Texas,14034,953817,9,1,266,5,4.58,1.0917,0,-0.4137,357,23.02,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75034,Texas,17542,953818,9,1,266,5,4.58,1.0917,0,-0.4137,486,12.74,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75070,Texas,19217,953825,9,1,266,5,4.58,1.0917,0,-0.4137,485,17.96,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
75033,Texas,17506,953828,9,1,266,4,4.58,0.8734,0,0.5863,356,14.60,32804,48.19,32,76.99,3,9935,278812,2000,86.02,130426,118388,104
75035,Texas,19217,953832,9,1,266,4,4.58,0.8734,0,0.5863,485,15.31,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,19177,953839,9,1,266,4,4.58,0.8734,0,0.5863,515,15.62,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75034,Texas,20383,953843,9,1,266,4,4.58,0.8734,0,0.5863,535,13.44,43672,48.13,35,73.48,13,16315,350736,1999,63.20,135323,113244,118
75035,Texas,13642,953846,9,1,266,4,4.58,0.8734,0,0.5863,409,17.67,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
75035,Texas,17506,953859,9,1,266,5,4.58,1.0917,0,-0.4137,366,17.32,49108,47.40,33,69.97,2,16493,227001,1999,81.64,112300,102976,111
